Country,Year,Female Baby Death Rate,Latitude,Longitude
Portugal,1945,0.11854,39.6621648,-8.1353519
United Kingdom,1945,0.041589,54.7023545,-3.2765753
Belgium,1945,0.095382,50.6402809,4.6667145
Switzerland,1945,0.037511,46.7985624,8.2319736
Norway,1945,0.032006,61.1529386,8.7876653
Australia,1945,0.027063,-24.7761086,134.755
Scotland,1945,0.046725,56.7861112,-4.1140518
Spain,1945,0.089795,39.3260685,-4.8379791
Northern Ireland,1945,0.063812,54.5859836,-6.9591554
Iceland,1945,0.031323,64.9841821,-18.1059013
England and Wales,1945,0.040054,51.5742454,-2.6999204
France,1945,0.108595,46.603354,1.8883335
Netherlands,1945,0.068476,52.2434979,5.6343227
New Zealand -- Non-Maori,1945,0.025263,,
Denmark,1945,0.043842,55.670249,10.3333283
The United States of America,1945,0.0369,35.4202289,-78.0254279
Sweden,1945,0.026605,59.6749712,14.5208584
England and Wales,1945,0.040054,51.5742454,-2.6999204
Finland,1945,0.070631,63.2467777,25.9209164
Italy,1945,0.105394,42.6384261,12.674297
France,1945,0.108588,46.603354,1.8883335
Canada,1945,0.047488,61.0666922,-107.991707
