Country,Year,Female Baby Death Rate,Latitude,Longitude
Belgium,1910,0.140327,50.6402809,4.6667145
Switzerland,1910,0.101458,46.7985624,8.2319736
Norway,1910,0.05731,61.1529386,8.7876653
Scotland,1910,0.103444,56.7861112,-4.1140518
Spain,1910,0.182875,39.3260685,-4.8379791
Iceland,1910,0.105602,64.9841821,-18.1059013
England and Wales,1910,0.10173,51.5742454,-2.6999204
France,1910,0.111332,46.603354,1.8883335
Netherlands,1910,0.113863,52.2434979,5.6343227
New Zealand -- Non-Maori,1910,0.062057,,
Denmark,1910,0.09544,55.670249,10.3333283
Sweden,1910,0.068941,59.6749712,14.5208584
England and Wales,1910,0.10173,51.5742454,-2.6999204
Finland,1910,0.117273,63.2467777,25.9209164
Italy,1910,0.152691,42.6384261,12.674297
France,1910,0.111332,46.603354,1.8883335
