Country,Year,Female Baby Death Rate,Latitude,Longitude
Belgium,1853,0.139894,50.6402809,4.6667145
Norway,1853,0.091442,61.1529386,8.7876653
Iceland,1853,0.228478,64.9841821,-18.1059013
England and Wales,1853,0.156062,51.5742454,-2.6999204
France,1853,0.146334,46.603354,1.8883335
Netherlands,1853,0.20549,52.2434979,5.6343227
Denmark,1853,0.195575,55.670249,10.3333283
Sweden,1853,0.165262,59.6749712,14.5208584
England and Wales,1853,0.156062,51.5742454,-2.6999204
France,1853,0.146334,46.603354,1.8883335
