Country,Year,Female Baby Death Rate,Latitude,Longitude
Belgium,1865,0.194596,50.6402809,4.6667145
Norway,1865,0.094371,61.1529386,8.7876653
Scotland,1865,0.123744,56.7861112,-4.1140518
Iceland,1865,0.239601,64.9841821,-18.1059013
England and Wales,1865,0.159811,51.5742454,-2.6999204
France,1865,0.1859,46.603354,1.8883335
Netherlands,1865,0.248587,52.2434979,5.6343227
Denmark,1865,0.149122,55.670249,10.3333283
Sweden,1865,0.133588,59.6749712,14.5208584
England and Wales,1865,0.159811,51.5742454,-2.6999204
France,1865,0.18611,46.603354,1.8883335
