Country,Year,Female Baby Death Rate,Latitude,Longitude
Belgium,1884,0.170142,50.6402809,4.6667145
Switzerland,1884,0.160706,46.7985624,8.2319736
Norway,1884,0.088108,61.1529386,8.7876653
Scotland,1884,0.115616,56.7861112,-4.1140518
Iceland,1884,0.145062,64.9841821,-18.1059013
England and Wales,1884,0.145185,51.5742454,-2.6999204
France,1884,0.17919,46.603354,1.8883335
Netherlands,1884,0.219385,52.2434979,5.6343227
Denmark,1884,0.139856,55.670249,10.3333283
Sweden,1884,0.112454,59.6749712,14.5208584
England and Wales,1884,0.145185,51.5742454,-2.6999204
Finland,1884,0.155598,63.2467777,25.9209164
Italy,1884,0.203084,42.6384261,12.674297
France,1884,0.17919,46.603354,1.8883335
