Country,Year,Female Baby Death Rate,Latitude,Longitude
Portugal,2005,0.003491,39.6621648,-8.1353519
Greece,2005,0.003652,38.9953683,21.9877132
Belarus,2005,0.005805,53.4250605,27.6971358
United Kingdom,2005,0.004493,54.7023545,-3.2765753
Poland,2005,0.005802,52.215933,19.134422
Belgium,2005,0.003392,50.6402809,4.6667145
Switzerland,2005,0.003697,46.7985624,8.2319736
West Germany,2005,0.003518,40.4203479,-79.1166983
Norway,2005,0.002838,61.1529386,8.7876653
Australia,2005,0.004727,-24.7761086,134.755
Scotland,2005,0.004724,56.7861112,-4.1140518
Lithuania,2005,0.006225,55.3500003,23.7499997
Hong Kong,2005,0.002748,22.2793278,114.1628131
New Zealand -- Maori,2005,0.005884,-41.2086794,174.8683301
Spain,2005,0.003277,39.3260685,-4.8379791
Croatia,2005,0.005789,45.3658443,15.6575209
Israel,2005,0.004073,30.8124247,34.8594762
Northern Ireland,2005,0.00537,54.5859836,-6.9591554
Iceland,2005,0.001939,64.9841821,-18.1059013
Austria,2005,0.003966,47.59397,14.12456
Russia,2005,0.009339,64.6863136,97.7453061
New Zealand,2005,0.004477,-41.5000831,172.8344077
England and Wales,2005,0.004443,51.5742454,-2.6999204
Taiwan,2005,0.00515,23.9739374,120.9820179
Hungary,2005,0.005437,47.1817585,19.5060937
France,2005,0.003243,46.603354,1.8883335
Netherlands,2005,0.004524,52.2434979,5.6343227
Ukraine,2005,0.00878,49.4871968,31.2718321
Germany,2005,0.003398,51.1638175,10.4478313
New Zealand -- Non-Maori,2005,0.003964,,
Luxembourg,2005,0.003441,49.8158683,6.1296751
Denmark,2005,0.00357,55.670249,10.3333283
The United States of America,2005,0.006328,35.4202289,-78.0254279
East Germany,2005,0.002754,43.0439394,-87.9081981
Latvia,2005,0.007928,56.8406494,24.7537645
Japan,2005,0.002509,36.5748441,139.2394179
Sweden,2005,0.002339,59.6749712,14.5208584
Chile,2005,0.007516,-31.7613365,-71.3187697
England and Wales,2005,0.004443,51.5742454,-2.6999204
Finland,2005,0.002823,63.2467777,25.9209164
Czechia,2005,0.002798,49.7439047,15.3381061
Italy,2005,0.003287,42.6384261,12.674297
Republic of Korea,2005,0.004122,36.638392,127.6961188
Slovenia,2005,0.003849,46.1199444,14.8153333
Bulgaria,2005,0.009153,42.6073975,25.4856617
Estonia,2005,0.005107,58.7523778,25.3319078
Slovakia,2005,0.006374,48.7411522,19.4528646
Ireland,2005,0.004244,52.865196,-7.9794599
France,2005,0.003243,46.603354,1.8883335
Canada,2005,0.005029,61.0666922,-107.991707
