Country,Year,Female Baby Death Rate,Latitude,Longitude
Portugal,1994,0.007442,39.6621648,-8.1353519
Greece,1994,0.007786,38.9953683,21.9877132
Belarus,1994,0.011887,53.4250605,27.6971358
United Kingdom,1994,0.005414,54.7023545,-3.2765753
Poland,1994,0.013676,52.215933,19.134422
Belgium,1994,0.006435,50.6402809,4.6667145
Switzerland,1994,0.004519,46.7985624,8.2319736
West Germany,1994,0.004847,40.4203479,-79.1166983
Norway,1994,0.004579,61.1529386,8.7876653
Australia,1994,0.005351,-24.7761086,134.755
Scotland,1994,0.005544,56.7861112,-4.1140518
Lithuania,1994,0.012417,55.3500003,23.7499997
Hong Kong,1994,0.004509,22.2793278,114.1628131
New Zealand -- Maori,1994,0.013035,-41.2086794,174.8683301
Spain,1994,0.005221,39.3260685,-4.8379791
Israel,1994,0.00731,30.8124247,34.8594762
Northern Ireland,1994,0.005521,54.5859836,-6.9591554
Iceland,1994,0.00225,64.9841821,-18.1059013
Austria,1994,0.005538,47.59397,14.12456
Russia,1994,0.015991,64.6863136,97.7453061
New Zealand,1994,0.006805,-41.5000831,172.8344077
England and Wales,1994,0.005398,51.5742454,-2.6999204
Taiwan,1994,0.005038,23.9739374,120.9820179
Hungary,1994,0.010165,47.1817585,19.5060937
France,1994,0.005141,46.603354,1.8883335
Netherlands,1994,0.004883,52.2434979,5.6343227
Ukraine,1994,0.012203,49.4871968,31.2718321
Germany,1994,0.004879,51.1638175,10.4478313
New Zealand -- Non-Maori,1994,0.005909,,
Luxembourg,1994,0.006017,49.8158683,6.1296751
Denmark,1994,0.004853,55.670249,10.3333283
The United States of America,1994,0.007431,35.4202289,-78.0254279
East Germany,1994,0.005162,43.0439394,-87.9081981
Latvia,1994,0.014126,56.8406494,24.7537645
Japan,1994,0.003894,36.5748441,139.2394179
Sweden,1994,0.003905,59.6749712,14.5208584
Chile,1994,0.011797,-31.7613365,-71.3187697
England and Wales,1994,0.005398,51.5742454,-2.6999204
Finland,1994,0.004368,63.2467777,25.9209164
Czechia,1994,0.006491,49.7439047,15.3381061
Italy,1994,0.005773,42.6384261,12.674297
Slovenia,1994,0.006843,46.1199444,14.8153333
Bulgaria,1994,0.014847,42.6073975,25.4856617
Estonia,1994,0.01295,58.7523778,25.3319078
Slovakia,1994,0.009015,48.7411522,19.4528646
Ireland,1994,0.004944,52.865196,-7.9794599
France,1994,0.005141,46.603354,1.8883335
Canada,1994,0.005559,61.0666922,-107.991707
