Country,Year,Female Baby Death Rate,Latitude,Longitude
Switzerland,1917,0.070759,46.7985624,8.2319736
Norway,1917,0.054619,61.1529386,8.7876653
Scotland,1917,0.096373,56.7861112,-4.1140518
Spain,1917,0.15882,39.3260685,-4.8379791
Iceland,1917,0.047052,64.9841821,-18.1059013
England and Wales,1917,0.081748,51.5742454,-2.6999204
France,1917,0.133992,46.603354,1.8883335
Netherlands,1917,0.092909,52.2434979,5.6343227
New Zealand -- Non-Maori,1917,0.044593,,
Denmark,1917,0.089616,55.670249,10.3333283
Sweden,1917,0.05897,59.6749712,14.5208584
England and Wales,1917,0.081748,51.5742454,-2.6999204
Finland,1917,0.113919,63.2467777,25.9209164
Italy,1917,0.150955,42.6384261,12.674297
France,1917,0.133992,46.603354,1.8883335
