Country,Year,Female Baby Death Rate,Latitude,Longitude
Portugal,2011,0.002584,39.6621648,-8.1353519
Greece,2011,0.003045,38.9953683,21.9877132
Belarus,2011,0.003462,53.4250605,27.6971358
United Kingdom,2011,0.003701,54.7023545,-3.2765753
Poland,2011,0.004175,52.215933,19.134422
Belgium,2011,0.003166,50.6402809,4.6667145
Switzerland,2011,0.003537,46.7985624,8.2319736
West Germany,2011,0.003415,40.4203479,-79.1166983
Norway,2011,0.00168,61.1529386,8.7876653
Australia,2011,0.003405,-24.7761086,134.755
Scotland,2011,0.003388,56.7861112,-4.1140518
Lithuania,2011,0.004309,55.3500003,23.7499997
Hong Kong,2011,0.001795,22.2793278,114.1628131
Spain,2011,0.002876,39.3260685,-4.8379791
Croatia,2011,0.004176,45.3658443,15.6575209
Israel,2011,0.003279,30.8124247,34.8594762
Northern Ireland,2011,0.003623,54.5859836,-6.9591554
Iceland,2011,0.000435,64.9841821,-18.1059013
Austria,2011,0.002764,47.59397,14.12456
Russia,2011,0.00673,64.6863136,97.7453061
New Zealand,2011,0.003934,-41.5000831,172.8344077
England and Wales,2011,0.003729,51.5742454,-2.6999204
Taiwan,2011,0.004788,23.9739374,120.9820179
Hungary,2011,0.004551,47.1817585,19.5060937
France,2011,0.003088,46.603354,1.8883335
Netherlands,2011,0.003117,52.2434979,5.6343227
Ukraine,2011,0.007987,49.4871968,31.2718321
Germany,2011,0.00325,51.1638175,10.4478313
Luxembourg,2011,0.002812,49.8158683,6.1296751
Denmark,2011,0.003348,55.670249,10.3333283
The United States of America,2011,0.005516,35.4202289,-78.0254279
East Germany,2011,0.002454,43.0439394,-87.9081981
Latvia,2011,0.006133,56.8406494,24.7537645
Japan,2011,0.00234,36.5748441,139.2394179
Sweden,2011,0.001931,59.6749712,14.5208584
Chile,2011,0.007321,-31.7613365,-71.3187697
England and Wales,2011,0.003729,51.5742454,-2.6999204
Finland,2011,0.002125,63.2467777,25.9209164
Czechia,2011,0.002231,49.7439047,15.3381061
Italy,2011,0.002864,42.6384261,12.674297
Republic of Korea,2011,0.002777,36.638392,127.6961188
Slovenia,2011,0.002128,46.1199444,14.8153333
Bulgaria,2011,0.007216,42.6073975,25.4856617
Estonia,2011,0.002439,58.7523778,25.3319078
Slovakia,2011,0.004324,48.7411522,19.4528646
Ireland,2011,0.003133,52.865196,-7.9794599
France,2011,0.003088,46.603354,1.8883335
Canada,2011,0.004391,61.0666922,-107.991707
